Employee_ID,Department,Job_Title,Location,Performance_Rating,Experience_Years,Work_Mode,Salary_INR,Status
E00732,Sales,Sales Executive,Bangalore,4,7,Hybrid,833043,Active
E00733,Support,Tech Support,Bangalore,4,4,On-site,840611,Active
E00734,Support,Customer Support,Chennai,5,3,Remote,2100697,Active
E00735,IT,System Admin,Kolkata,1,20,On-site,2096780,Resigned
E00736,Sales,Sales Executive,Hyderabad,5,9,Remote,1323224,Active
E00737,HR,HR Manager,Hyderabad,5,13,On-site,1253510,Active
E00738,Support,Customer Support,Hyderabad,4,16,On-site,1821480,Active
E00739,Support,Customer Support,Kolkata,3,2,On-site,669007,Active
E00740,Marketing,Content Strategist,Hyderabad,3,14,Remote,563559,Active
E00741,Support,Support Engineer,Hyderabad,3,13,On-site,1268725,Active
E00742,Marketing,Content Strategist,Bangalore,1,15,On-site,2367191,Resigned
E00743,Sales,BD Associate,Mumbai,1,12,Remote,260785,Resigned
E00744,Marketing,SEO Specialist,Kolkata,5,16,Hybrid,1998350,Active
E00745,HR,Recruiter,Delhi,5,13,On-site,1413951,Active
E00746,Support,Customer Support,Delhi,3,19,On-site,302949,Active
E00747,IT,DevOps Engineer,Bangalore,5,7,Hybrid,1803091,Active
E00748,Finance,Financial Analyst,Chennai,3,0,On-site,2248053,Resigned
E00749,Support,Support Engineer,Delhi,3,9,Hybrid,2079438,Active
E00750,IT,System Admin,Kolkata,1,2,Hybrid,2230639,Active
E00751,Support,Customer Support,Delhi,4,13,Hybrid,1611212,Active
E00752,IT,ML Engineer,Hyderabad,2,17,On-site,1631710,Resigned
E00753,Finance,Auditor,Mumbai,4,7,Hybrid,1123420,Active
E00754,Operations,Operations Manager,Hyderabad,1,12,Remote,1194461,Resigned
E00755,HR,HR Manager,Pune,5,5,On-site,1412586,Active
E00756,IT,DevOps Engineer,Pune,1,19,On-site,1283237,Resigned
E00757,HR,HR Manager,Bangalore,3,16,On-site,957062,Active
E00758,Operations,Logistics Coordinator,Mumbai,1,6,Remote,1496735,Resigned
E00759,Operations,Operations Executive,Chennai,2,1,On-site,1469925,Active
E00760,Marketing,SEO Specialist,Kolkata,5,5,Hybrid,1177328,Active
E00761,IT,Software Engineer,Bangalore,4,3,On-site,1267375,Active
E00762,HR,HR Assistant,Kolkata,4,5,On-site,1172401,Resigned
E00763,HR,HR Assistant,Chennai,2,12,Hybrid,700985,Active
E00764,HR,Recruiter,Pune,3,1,On-site,2185430,Active
E00765,HR,Recruiter,Pune,2,0,Remote,1130432,Active
E00766,Finance,Accountant,Chennai,2,13,Remote,939995,Active
E00767,Finance,Financial Analyst,Hyderabad,3,5,Remote,1216325,Active
E00768,Support,Tech Support,Delhi,1,2,On-site,984172,Active
E00769,Sales,Sales Manager,Chennai,3,8,Hybrid,911440,Active
E00770,HR,Recruiter,Mumbai,1,5,On-site,1213544,Active
E00771,Marketing,Content Strategist,Kolkata,3,11,On-site,867585,Active
E00772,Sales,Sales Executive,Chennai,5,0,Remote,1411140,Resigned
E00773,Finance,Accountant,Pune,2,15,On-site,2326259,Active
E00774,Finance,Accountant,Bangalore,3,6,On-site,269782,Active
E00775,HR,HR Manager,Chennai,4,13,Hybrid,2073327,Active
E00776,HR,HR Manager,Chennai,1,4,Remote,2090277,Active
E00777,Sales,Sales Executive,Pune,5,5,Hybrid,2099388,Resigned
E00778,Support,Customer Support,Chennai,4,0,On-site,1899260,Active
E00779,Finance,Accountant,Chennai,5,1,Hybrid,1470192,Active
E00780,Marketing,Content Strategist,Pune,5,2,Hybrid,2185772,Resigned
E00781,IT,Software Engineer,Kolkata,3,17,Remote,299768,Active
E00782,Marketing,SEO Specialist,Kolkata,2,6,Remote,1684269,Active
E00783,Marketing,Marketing Executive,Bangalore,2,18,On-site,649017,Active
E00784,Sales,Sales Executive,Kolkata,3,16,On-site,926337,Active
E00785,Support,Customer Support,Kolkata,5,14,On-site,1354315,Resigned
E00786,Support,Customer Support,Bangalore,3,9,Hybrid,432447,Resigned
E00787,Marketing,Marketing Executive,Chennai,1,16,On-site,1500104,Resigned
E00788,IT,ML Engineer,Pune,1,3,Remote,666561,Active
E00789,HR,Recruiter,Chennai,5,17,Remote,1462567,Active
E00790,IT,Data Analyst,Mumbai,4,4,Hybrid,644768,Active
E00791,IT,DevOps Engineer,Kolkata,4,17,Hybrid,765447,Active
E00792,Finance,Accountant,Chennai,3,14,On-site,1088489,Active
E00793,IT,Data Analyst,Mumbai,4,16,On-site,625233,Active
E00794,Finance,Accountant,Hyderabad,1,11,Remote,474062,Active
E00795,IT,Data Analyst,Delhi,4,3,Remote,952214,Active
E00796,Sales,Sales Executive,Pune,1,16,On-site,279813,Resigned
E00797,HR,HR Assistant,Kolkata,4,5,Hybrid,1736056,Active
E00798,HR,HR Manager,Pune,1,12,On-site,2287171,Active
E00799,HR,Recruiter,Mumbai,4,16,Remote,2304048,Active
E00800,Marketing,SEO Specialist,Hyderabad,2,20,On-site,555063,Resigned
E00801,IT,DevOps Engineer,Kolkata,1,15,Hybrid,2479523,Active
E00802,Finance,Auditor,Hyderabad,2,3,On-site,1113787,Active
E00803,Marketing,Marketing Executive,Hyderabad,2,11,Remote,597186,Resigned
E00804,Finance,Financial Analyst,Hyderabad,3,20,On-site,2102207,Active
E00805,Operations,Logistics Coordinator,Kolkata,3,4,Hybrid,1072564,Resigned
E00806,Finance,Accountant,Pune,1,20,Hybrid,998810,Active
E00807,HR,HR Assistant,Delhi,2,11,On-site,744829,Active
E00808,HR,HR Manager,Bangalore,1,2,On-site,1299458,Resigned
E00809,Support,Customer Support,Chennai,2,9,Hybrid,646419,Active
E00810,Finance,Financial Analyst,Hyderabad,1,9,Hybrid,1368844,Active
E00811,Support,Support Engineer,Kolkata,4,8,On-site,1707913,Resigned
E00812,Operations,Operations Manager,Chennai,4,15,On-site,273004,Resigned
E00813,Operations,Operations Manager,Pune,2,20,Remote,792955,Resigned
E00814,Support,Tech Support,Kolkata,1,0,Hybrid,2303413,Resigned
E00815,Sales,Sales Manager,Hyderabad,2,5,Hybrid,2093441,Resigned
E00816,Finance,Financial Analyst,Chennai,5,6,On-site,2133578,Active
E00817,Sales,Sales Executive,Hyderabad,4,15,On-site,2270937,Active
E00818,Sales,Sales Manager,Mumbai,2,10,Hybrid,291139,Resigned
E00819,Support,Support Engineer,Kolkata,1,20,On-site,2405091,Resigned
E00820,HR,HR Assistant,Pune,2,13,On-site,387799,Resigned
E00821,Sales,Sales Executive,Mumbai,4,16,Remote,1744201,Active
E00822,IT,DevOps Engineer,Bangalore,4,9,Hybrid,271341,Active
E00823,Support,Tech Support,Pune,1,11,Remote,328840,Resigned
E00824,IT,DevOps Engineer,Mumbai,5,18,On-site,2337001,Active
E00825,HR,HR Manager,Kolkata,4,1,On-site,391900,Active
E00826,Sales,Sales Manager,Kolkata,5,6,Remote,2268391,Active
E00827,Support,Customer Support,Hyderabad,1,14,Remote,1304212,Resigned
E00828,Sales,Sales Executive,Bangalore,5,13,On-site,375851,Active
E00829,Support,Tech Support,Hyderabad,5,5,On-site,1124506,Active
E00830,Operations,Operations Executive,Kolkata,5,20,On-site,2386300,Active
E00831,Support,Support Engineer,Kolkata,3,15,On-site,2191758,Active
E00832,Support,Support Engineer,Mumbai,1,11,On-site,1319412,Resigned
E00833,IT,ML Engineer,Bangalore,4,4,Remote,1441605,Active
E00834,Finance,Accountant,Mumbai,2,12,On-site,776925,Resigned
E00835,Marketing,Marketing Executive,Bangalore,1,7,Remote,2173378,Resigned
E00836,IT,DevOps Engineer,Chennai,3,18,On-site,2192517,Active
E00837,HR,HR Assistant,Kolkata,4,1,Remote,1938124,Active
E00838,Finance,Auditor,Pune,1,1,Hybrid,1110931,Active
E00839,Support,Support Engineer,Mumbai,4,9,Remote,785620,Resigned
E00840,IT,Data Analyst,Bangalore,3,2,Hybrid,1150853,Active
E00841,IT,ML Engineer,Bangalore,3,8,Hybrid,2470929,Active
E00842,Support,Customer Support,Kolkata,3,10,Hybrid,598848,Active
E00843,IT,DevOps Engineer,Kolkata,3,3,Remote,352877,Active
E00844,Sales,BD Associate,Pune,1,17,Remote,641670,Resigned
E00845,Sales,BD Associate,Chennai,4,11,On-site,1507302,Resigned
E00846,Sales,BD Associate,Kolkata,4,15,Hybrid,2122204,Active
E00847,Operations,Operations Manager,Pune,4,3,Hybrid,1256891,Active
E00848,Sales,Sales Executive,Hyderabad,3,1,Remote,1564870,Active
E00849,HR,HR Assistant,Chennai,5,9,On-site,1634410,Active
E00850,Finance,Accountant,Bangalore,4,16,On-site,1295533,Resigned
E00851,IT,Software Engineer,Chennai,2,19,Hybrid,372026,Resigned
E00852,Sales,Sales Manager,Bangalore,5,13,Hybrid,561741,Active
E00853,IT,ML Engineer,Mumbai,4,9,Hybrid,1877008,Active
E00854,Finance,Accountant,Hyderabad,4,19,Hybrid,360084,Resigned
E00855,HR,Recruiter,Pune,1,18,On-site,1447442,Active
E00856,Finance,Accountant,Delhi,1,12,Hybrid,264390,Resigned
E00857,Sales,Sales Executive,Mumbai,5,15,Remote,2451072,Active
E00858,IT,DevOps Engineer,Mumbai,3,18,Hybrid,1602382,Active
E00859,Finance,Accountant,Bangalore,3,14,Hybrid,1330132,Active
E00860,Operations,Operations Manager,Delhi,1,6,On-site,1180220,Resigned
E00861,IT,DevOps Engineer,Pune,4,3,Hybrid,1022291,Active
E00862,Marketing,Marketing Executive,Mumbai,2,18,Hybrid,1467309,Active
E00863,Finance,Auditor,Bangalore,1,14,On-site,1916312,Active
E00864,Sales,Sales Executive,Delhi,3,18,On-site,2019107,Resigned
E00865,IT,DevOps Engineer,Bangalore,2,14,On-site,2064630,Active
E00866,HR,HR Manager,Delhi,4,17,Hybrid,2181184,Active
E00867,Sales,Sales Manager,Kolkata,2,6,On-site,940568,Active
E00868,Marketing,Content Strategist,Delhi,3,17,On-site,1949547,Active
E00869,Support,Support Engineer,Hyderabad,4,1,Hybrid,1406245,Resigned
E00870,Sales,Sales Executive,Pune,4,14,On-site,1226006,Resigned
E00871,Sales,Sales Manager,Chennai,4,17,On-site,1042955,Active
E00872,HR,HR Manager,Mumbai,4,16,On-site,956014,Active
E00873,Finance,Auditor,Kolkata,2,5,On-site,934076,Active
E00874,Marketing,SEO Specialist,Hyderabad,2,4,On-site,1649298,Resigned
E00875,HR,Recruiter,Delhi,5,11,On-site,1811232,Active
E00876,HR,HR Manager,Kolkata,1,19,On-site,299476,Active
E00877,IT,System Admin,Chennai,3,20,On-site,2363687,Active
E00878,Finance,Accountant,Chennai,3,11,On-site,2438077,Active
E00879,Finance,Financial Analyst,Bangalore,4,7,On-site,1939576,Active
E00880,Operations,Operations Manager,Hyderabad,4,10,Remote,1897982,Resigned
E00881,Finance,Auditor,Hyderabad,2,11,Hybrid,1228534,Active
E00882,IT,Software Engineer,Chennai,5,11,Hybrid,731632,Active
E00883,Marketing,Marketing Executive,Delhi,3,4,Hybrid,1661910,Active
E00884,HR,HR Manager,Hyderabad,2,2,On-site,2125530,Resigned
E00885,Operations,Operations Manager,Pune,1,19,On-site,1517633,Resigned
E00886,Sales,BD Associate,Kolkata,1,12,Remote,2023462,Resigned
E00887,Marketing,SEO Specialist,Mumbai,4,14,Hybrid,1712108,Active
E00888,IT,ML Engineer,Bangalore,2,14,On-site,2415521,Active
E00889,Operations,Operations Executive,Pune,3,9,On-site,1838858,Active
E00890,HR,Recruiter,Bangalore,3,1,Remote,2243384,Active
E00891,Operations,Logistics Coordinator,Hyderabad,5,6,Remote,585639,Active
E00892,Marketing,SEO Specialist,Chennai,3,6,On-site,1462980,Resigned
E00893,Operations,Logistics Coordinator,Hyderabad,2,20,Remote,1927465,Active
E00894,Finance,Accountant,Chennai,5,18,On-site,822285,Active
E00895,Operations,Logistics Coordinator,Bangalore,2,10,Hybrid,2144420,Resigned
E00896,Marketing,SEO Specialist,Mumbai,3,3,Remote,2046218,Active
E00897,Finance,Auditor,Kolkata,4,6,Hybrid,2290403,Active
E00898,Finance,Financial Analyst,Mumbai,4,9,On-site,838033,Active
E00899,Marketing,Marketing Executive,Kolkata,2,17,On-site,1711742,Active
E00900,IT,System Admin,Mumbai,5,13,Remote,2492516,Active
E00901,Marketing,Content Strategist,Hyderabad,2,7,On-site,1265930,Resigned
E00902,Operations,Logistics Coordinator,Hyderabad,5,15,On-site,1159121,Active
E00903,Marketing,SEO Specialist,Mumbai,3,5,Remote,968730,Active
E00904,IT,DevOps Engineer,Kolkata,5,7,Remote,1087566,Active
E00905,Sales,Sales Manager,Pune,2,15,Hybrid,1085165,Active
E00906,Operations,Operations Manager,Hyderabad,4,12,On-site,1803749,Active
E00907,IT,DevOps Engineer,Pune,4,15,Hybrid,936093,Active
E00908,IT,Software Engineer,Bangalore,3,12,On-site,2436203,Active
E00909,Support,Support Engineer,Chennai,2,6,Hybrid,823722,Active
E00910,HR,HR Assistant,Bangalore,5,0,On-site,851513,Resigned
E00911,Marketing,Marketing Executive,Delhi,5,5,Hybrid,2307017,Active
E00912,Support,Customer Support,Hyderabad,5,19,Remote,259583,Resigned
E00913,IT,Software Engineer,Delhi,1,20,On-site,2345598,Active
E00914,Support,Tech Support,Pune,4,12,Remote,1304153,Active
E00915,Sales,BD Associate,Bangalore,3,14,On-site,1073265,Active
E00916,Support,Customer Support,Delhi,4,10,Remote,1886748,Active
E00917,HR,HR Manager,Kolkata,1,9,On-site,363606,Resigned
E00918,Finance,Auditor,Bangalore,2,0,On-site,1593054,Resigned
E00919,Support,Tech Support,Hyderabad,4,17,Hybrid,517291,Active
E00920,Sales,BD Associate,Pune,4,15,On-site,2129573,Active
E00921,Operations,Operations Executive,Chennai,4,3,On-site,2489155,Active
E00922,HR,HR Assistant,Mumbai,2,20,On-site,274363,Resigned
E00923,Support,Support Engineer,Pune,2,20,On-site,942894,Resigned
E00924,Support,Customer Support,Bangalore,5,1,Hybrid,2249085,Active
E00925,IT,System Admin,Mumbai,2,14,Remote,2079074,Active
E00926,HR,HR Assistant,Kolkata,4,2,Hybrid,489647,Active
E00927,IT,DevOps Engineer,Chennai,2,8,Hybrid,2154611,Resigned
E00928,IT,Software Engineer,Chennai,5,17,Hybrid,1608990,Active
E00929,HR,HR Assistant,Kolkata,5,3,Hybrid,1587218,Active
E00930,Marketing,SEO Specialist,Pune,5,9,Remote,674190,Active
E00931,IT,Software Engineer,Pune,5,3,On-site,1007600,Active
E00932,Operations,Operations Manager,Hyderabad,5,4,Remote,2337560,Resigned
E00933,IT,System Admin,Pune,2,11,Hybrid,1907528,Active
E00934,IT,Data Analyst,Mumbai,3,13,Hybrid,2495772,Active
E00935,Finance,Auditor,Kolkata,1,1,On-site,1370831,Active
E00936,Support,Customer Support,Mumbai,5,13,On-site,2085775,Active
E00937,Support,Support Engineer,Mumbai,5,6,On-site,1135621,Active
E00938,Operations,Logistics Coordinator,Mumbai,1,20,On-site,1953728,Active
E00939,IT,ML Engineer,Mumbai,3,6,Remote,760609,Active
E00940,Sales,Sales Manager,Hyderabad,5,17,On-site,1045911,Active
E00941,Support,Support Engineer,Delhi,4,7,Remote,2499476,Active
E00942,Finance,Auditor,Delhi,2,18,Hybrid,1650507,Active
E00943,Finance,Accountant,Delhi,1,14,Remote,638742,Active
E00944,Sales,Sales Executive,Mumbai,4,20,Remote,2345637,Active
E00945,Sales,Sales Executive,Delhi,1,10,Hybrid,524548,Active
E00946,Operations,Logistics Coordinator,Bangalore,2,15,On-site,2062901,Resigned
E00947,Marketing,SEO Specialist,Mumbai,2,17,Hybrid,1021143,Active
E00948,IT,DevOps Engineer,Mumbai,2,6,Remote,1826845,Active
E00949,Support,Tech Support,Mumbai,1,12,On-site,341656,Resigned
E00950,HR,HR Assistant,Chennai,2,18,Remote,1237938,Active
E00951,Support,Customer Support,Delhi,1,18,On-site,320246,Resigned
E00952,Sales,Sales Executive,Delhi,3,3,Hybrid,1287886,Active
E00953,Sales,Sales Executive,Bangalore,2,4,On-site,701989,Active
E00954,Support,Customer Support,Pune,5,2,Hybrid,1366136,Resigned
E00955,HR,HR Assistant,Delhi,2,1,Hybrid,1300482,Resigned
E00956,Operations,Logistics Coordinator,Mumbai,1,15,On-site,2297298,Resigned
E00957,HR,HR Assistant,Pune,5,0,On-site,1163605,Active
E00958,Sales,Sales Executive,Bangalore,3,7,On-site,1708251,Active
E00959,HR,HR Manager,Pune,5,8,Remote,1434836,Active
E00960,IT,Data Analyst,Kolkata,1,6,Hybrid,1828660,Active
E00961,Sales,BD Associate,Delhi,1,1,Hybrid,1932964,Resigned
E00962,Sales,Sales Executive,Chennai,5,19,On-site,1708835,Active
E00963,HR,HR Assistant,Mumbai,1,2,Hybrid,2446274,Active
E00964,Finance,Accountant,Bangalore,3,2,Hybrid,1406300,Resigned
E00965,Marketing,Content Strategist,Hyderabad,5,19,Hybrid,1281328,Active
E00966,HR,HR Manager,Hyderabad,4,12,Remote,1124072,Active
E00967,Marketing,Content Strategist,Hyderabad,1,7,Hybrid,640732,Active
E00968,HR,Recruiter,Hyderabad,1,4,On-site,2203097,Active
E00969,IT,Data Analyst,Kolkata,4,4,On-site,736626,Active
E00970,HR,HR Assistant,Kolkata,5,13,Hybrid,988456,Active
E00971,Support,Support Engineer,Delhi,1,13,Hybrid,2017581,Active
E00972,Support,Support Engineer,Mumbai,1,6,Hybrid,300248,Resigned
E00973,Operations,Operations Manager,Bangalore,3,5,Hybrid,914164,Active
E00974,IT,ML Engineer,Mumbai,2,20,On-site,714271,Resigned
E00975,Operations,Operations Manager,Kolkata,1,15,Hybrid,1781618,Active
E00976,Marketing,Content Strategist,Bangalore,5,17,On-site,2029472,Active
E00977,Marketing,Content Strategist,Hyderabad,1,1,On-site,1346613,Resigned
E00978,Marketing,Content Strategist,Bangalore,1,4,On-site,2047038,Resigned
E00979,HR,HR Assistant,Pune,2,6,On-site,367369,Resigned
E00980,Finance,Auditor,Chennai,2,16,Hybrid,2481737,Resigned
E00981,Operations,Logistics Coordinator,Pune,3,19,Hybrid,1157153,Active
E00982,IT,ML Engineer,Delhi,4,9,Hybrid,1816772,Active
E00983,Finance,Auditor,Delhi,1,15,Hybrid,1376998,Resigned
E00984,Support,Tech Support,Delhi,5,4,Hybrid,1689641,Active
E00985,Sales,BD Associate,Hyderabad,4,17,On-site,542441,Active
E00986,Sales,Sales Manager,Delhi,5,10,Hybrid,891462,Resigned
E00987,Marketing,SEO Specialist,Mumbai,3,8,Remote,1015387,Active
E00988,Support,Customer Support,Hyderabad,3,6,On-site,2445337,Active
E00989,Finance,Financial Analyst,Chennai,4,19,On-site,2102566,Active
E00990,Sales,Sales Manager,Bangalore,1,18,Hybrid,803620,Resigned
E00991,IT,System Admin,Bangalore,1,10,On-site,1301341,Active
E00992,Sales,Sales Executive,Mumbai,2,14,Hybrid,923616,Resigned
E00993,Marketing,SEO Specialist,Hyderabad,1,13,On-site,768993,Resigned
E00994,Marketing,SEO Specialist,Kolkata,3,0,Remote,1631688,Active
E00995,Sales,BD Associate,Kolkata,5,1,Hybrid,1505802,Resigned
E00996,HR,HR Manager,Pune,5,20,On-site,781930,Active
E00997,IT,Software Engineer,Mumbai,2,4,Hybrid,1096462,Active
E00998,Support,Customer Support,Kolkata,4,13,On-site,648825,Active
E00999,IT,ML Engineer,Chennai,3,11,On-site,1966473,Active
E01000,Sales,BD Associate,Delhi,5,6,On-site,1026041,Active
E01001,IT,System Admin,Mumbai,1,15,On-site,1902595,Resigned
E01002,IT,System Admin,Kolkata,3,7,On-site,560258,Resigned
E01003,Sales,Sales Executive,Delhi,1,15,On-site,910501,Resigned
E01004,IT,Data Analyst,Delhi,2,11,Remote,797578,Resigned
E01005,Operations,Logistics Coordinator,Pune,2,8,Hybrid,447345,Active
E01006,Operations,Operations Manager,Hyderabad,1,14,Remote,1058062,Active
E01007,Finance,Auditor,Bangalore,3,19,On-site,2197175,Resigned
E01008,IT,Software Engineer,Mumbai,2,8,On-site,667230,Resigned
E01009,Sales,Sales Manager,Bangalore,3,13,Hybrid,832933,Active
E01010,Support,Tech Support,Delhi,1,13,On-site,279092,Resigned
E01011,HR,Recruiter,Hyderabad,1,0,Hybrid,457580,Resigned
E01012,Sales,Sales Executive,Chennai,5,20,On-site,1910100,Resigned
E01013,Finance,Accountant,Chennai,1,19,On-site,2050493,Active
E01014,IT,Software Engineer,Bangalore,3,10,On-site,1028928,Resigned
E01015,Finance,Financial Analyst,Pune,4,6,On-site,1400311,Active
E01016,Marketing,Marketing Executive,Pune,4,2,Hybrid,1531258,Active
E01017,Sales,BD Associate,Pune,5,10,Hybrid,1593679,Resigned
E01018,Sales,BD Associate,Delhi,2,15,On-site,1096056,Active
E01019,Operations,Logistics Coordinator,Kolkata,4,11,On-site,583964,Active
E01020,HR,Recruiter,Kolkata,1,19,Remote,1182196,Active
E01021,Marketing,Content Strategist,Bangalore,5,20,Hybrid,2414452,Active
E01022,Finance,Financial Analyst,Chennai,5,10,On-site,2214078,Active
E01023,Marketing,Content Strategist,Pune,5,6,On-site,2395265,Active
E01024,IT,ML Engineer,Delhi,1,13,On-site,861709,Active
E01025,Support,Customer Support,Chennai,1,17,Remote,1074464,Active
E01026,Marketing,SEO Specialist,Chennai,5,8,Hybrid,1409070,Active
E01027,Sales,BD Associate,Bangalore,1,6,On-site,2459375,Active
E01028,HR,Recruiter,Pune,2,11,On-site,2003313,Resigned
E01029,Marketing,Marketing Executive,Pune,5,17,On-site,1220584,Active
E01030,HR,HR Manager,Kolkata,3,9,Remote,1701508,Active
E01031,Finance,Accountant,Kolkata,1,15,Hybrid,2176663,Active
E01032,Finance,Financial Analyst,Kolkata,5,17,Remote,1562629,Active
E01033,Support,Tech Support,Pune,4,1,On-site,878758,Active
E01034,Support,Customer Support,Bangalore,5,2,On-site,2190592,Resigned
E01035,Sales,Sales Manager,Bangalore,3,9,On-site,1008271,Resigned
E01036,Sales,BD Associate,Delhi,3,16,Hybrid,502773,Active
E01037,IT,Data Analyst,Hyderabad,5,16,On-site,352951,Active
E01038,HR,HR Assistant,Delhi,3,14,On-site,763223,Active
E01039,Sales,BD Associate,Kolkata,1,16,Hybrid,671001,Active
E01040,Support,Support Engineer,Bangalore,4,20,On-site,1098182,Resigned
E01041,Support,Customer Support,Bangalore,5,6,On-site,1482663,Resigned
E01042,Sales,BD Associate,Kolkata,4,3,Hybrid,457500,Active
E01043,HR,HR Assistant,Kolkata,1,11,On-site,491482,Resigned
E01044,Marketing,Marketing Executive,Kolkata,2,6,Remote,2050266,Active
E01045,Sales,BD Associate,Chennai,2,15,Hybrid,2457312,Active
E01046,Sales,BD Associate,Kolkata,5,4,Hybrid,1384077,Resigned
E01047,Marketing,Marketing Executive,Mumbai,1,6,Remote,1817043,Resigned
E01048,IT,Software Engineer,Chennai,5,6,Remote,565104,Active
E01049,Finance,Financial Analyst,Mumbai,2,10,On-site,1738204,Resigned
E01050,IT,ML Engineer,Delhi,2,8,Hybrid,574058,Active
E01051,Marketing,Marketing Executive,Hyderabad,5,20,Hybrid,2143884,Active
E01052,Support,Customer Support,Chennai,4,3,Remote,2303780,Active
E01053,Operations,Logistics Coordinator,Bangalore,2,6,On-site,1903005,Resigned
E01054,IT,DevOps Engineer,Pune,4,7,Hybrid,260514,Active
E01055,Support,Customer Support,Hyderabad,2,17,On-site,1407260,Resigned
E01056,HR,HR Assistant,Delhi,1,13,On-site,1237886,Active
E01057,IT,System Admin,Kolkata,4,11,Remote,531383,Active
E01058,IT,ML Engineer,Delhi,1,1,On-site,932346,Active
E01059,Sales,BD Associate,Kolkata,3,12,On-site,1473045,Active
E01060,IT,Software Engineer,Chennai,2,7,Hybrid,621557,Active
E01061,Marketing,Content Strategist,Mumbai,1,13,On-site,1170267,Resigned
E01062,Sales,Sales Manager,Mumbai,3,3,On-site,697628,Active
E01063,HR,HR Assistant,Kolkata,5,8,On-site,2383221,Active
E01064,Finance,Auditor,Pune,3,10,On-site,934659,Active
E01065,Marketing,Content Strategist,Bangalore,2,17,On-site,2491105,Resigned
E01066,HR,HR Manager,Delhi,2,6,On-site,1164217,Active
E01067,IT,Data Analyst,Bangalore,3,1,On-site,536268,Active
E01068,Sales,BD Associate,Hyderabad,4,17,Hybrid,615837,Active
E01069,Finance,Auditor,Kolkata,5,15,Hybrid,1415975,Active
E01070,HR,HR Manager,Pune,1,16,Hybrid,537906,Active
E01071,Operations,Operations Executive,Mumbai,2,10,On-site,767257,Active
E01072,Marketing,Content Strategist,Mumbai,2,18,On-site,1387273,Resigned
E01073,IT,ML Engineer,Delhi,1,1,Remote,1256152,Resigned
E01074,Finance,Accountant,Hyderabad,1,8,On-site,2396449,Active
E01075,Finance,Auditor,Bangalore,3,15,On-site,1391766,Active
E01076,IT,System Admin,Chennai,3,4,On-site,2185573,Active
E01077,Operations,Operations Executive,Bangalore,2,14,On-site,1414650,Active
E01078,Sales,Sales Executive,Hyderabad,5,12,On-site,2404327,Active
E01079,IT,Data Analyst,Delhi,1,2,Remote,543257,Active
E01080,Operations,Operations Executive,Hyderabad,3,4,On-site,1375269,Active
E01081,Support,Tech Support,Kolkata,4,8,On-site,800049,Active
E01082,Sales,Sales Executive,Bangalore,1,18,Hybrid,454580,Resigned
E01083,IT,DevOps Engineer,Mumbai,4,3,Hybrid,808745,Active
E01084,Operations,Operations Manager,Pune,4,15,Remote,2253369,Resigned
E01085,Support,Customer Support,Mumbai,2,6,On-site,2203574,Resigned
E01086,Support,Support Engineer,Hyderabad,2,8,Remote,836470,Active
E01087,Marketing,Marketing Executive,Chennai,1,4,On-site,2068352,Resigned
E01088,Support,Support Engineer,Delhi,1,16,On-site,1072922,Resigned
E01089,Finance,Accountant,Delhi,1,14,Remote,461463,Resigned
E01090,Finance,Financial Analyst,Chennai,1,10,Hybrid,343476,Resigned
E01091,Sales,Sales Manager,Mumbai,1,2,Hybrid,1744475,Resigned
E01092,Finance,Financial Analyst,Pune,2,1,On-site,341679,Resigned
E01093,Sales,Sales Executive,Chennai,2,12,On-site,427476,Resigned
E01094,Support,Customer Support,Delhi,3,20,On-site,2181441,Resigned
E01095,HR,HR Manager,Bangalore,3,9,On-site,1874508,Active
E01096,Sales,Sales Manager,Kolkata,1,18,Hybrid,1780332,Active
E01097,Marketing,Marketing Executive,Delhi,2,18,Remote,824120,Resigned
E01098,Support,Support Engineer,Bangalore,2,1,Hybrid,1554140,Resigned
E01099,Operations,Logistics Coordinator,Chennai,2,7,On-site,2211921,Resigned
E01100,Marketing,SEO Specialist,Hyderabad,5,8,On-site,1956422,Active
E01101,Marketing,SEO Specialist,Kolkata,3,13,On-site,1051680,Resigned
E01102,HR,Recruiter,Chennai,1,2,On-site,365981,Resigned
E01103,Marketing,Content Strategist,Mumbai,2,17,On-site,1212494,Active
E01104,Sales,BD Associate,Delhi,3,11,On-site,2442848,Resigned
E01105,Marketing,Content Strategist,Bangalore,5,11,Remote,1836314,Active
E01106,Operations,Logistics Coordinator,Pune,3,19,On-site,737335,Resigned
E01107,Marketing,Content Strategist,Chennai,4,19,Remote,2376028,Active
E01108,Sales,Sales Executive,Chennai,2,5,Hybrid,1773163,Resigned
E01109,Finance,Accountant,Chennai,5,20,On-site,1766925,Active
E01110,HR,HR Assistant,Bangalore,5,15,On-site,1663664,Active
E01111,Marketing,SEO Specialist,Chennai,3,14,On-site,853359,Active
E01112,Sales,BD Associate,Chennai,4,19,On-site,2316494,Active
E01113,IT,System Admin,Pune,1,11,Hybrid,1533326,Active
E01114,Support,Customer Support,Pune,1,12,Hybrid,736598,Resigned
E01115,HR,HR Manager,Pune,1,11,On-site,677709,Active
E01116,Marketing,Marketing Executive,Delhi,2,19,Hybrid,903080,Active
E01117,HR,HR Assistant,Kolkata,5,7,On-site,794748,Active
E01118,Support,Support Engineer,Pune,3,5,On-site,1084030,Active
